STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-02,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-03,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-04,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-05,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-06,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-07,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-08,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-09,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-10,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-11,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2019-12,,55,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-01,,55,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-02,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-03,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-04,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-05,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-06,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-07,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-08,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-09,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-10,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-11,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2020-12,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-01,,55,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-02,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-03,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-04,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-05,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-06,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-07,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-08,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-09,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-10,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-11,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2021-12,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-01,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-02,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-03,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-04,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-05,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-06,,55,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-07,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-08,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-09,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-10,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-11,,70,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2022-12,,70,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-01,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-02,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-03,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-04,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-05,,65,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-06,,75,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-07,,70,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-08,,70,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-09,,70,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-10,,80,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-11,,75,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2023-12,,75,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-01,,80,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-02,,75,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-03,,80,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-04,,80,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-05,,70,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-06,,75,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-07,,80,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-08,,80,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-09,,85,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-10,,90,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-11,,95,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2024-12,,100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-01,,100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-02,,100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-03,,100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-04,,95,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-05,,100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-06,,105,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-07,,110,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-08,,120,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-09,,120,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-10,,125,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-11,,130,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2025-12,,130,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NL,Netherlands,2026-01,,140,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-01,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-02,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-03,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-04,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-05,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-06,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-07,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-08,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-09,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-10,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-11,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2017-12,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-01,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-02,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-03,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-04,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-05,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-06,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-07,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-08,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-09,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-10,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-11,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,NO,Norway,2018-12,,5,,,,,
