STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-01,,75105,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-02,,73360,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-03,,71110,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-04,,69225,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-05,,67340,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-06,,65490,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-07,,63760,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-08,,62830,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-09,,61150,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-10,,60500,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-11,,58600,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2017-12,,57655,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-01,,55105,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-02,,53465,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-03,,51430,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-04,,49425,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-05,,47715,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-06,,46065,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-07,,44485,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-08,,43255,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-09,,41940,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-10,,40440,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-11,,38900,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2018-12,,38045,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-01,,36720,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-02,,35570,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-03,,34275,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-04,,32895,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-05,,31930,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-06,,31190,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-07,,30345,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-08,,29790,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-09,,29075,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-10,,28165,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-11,,27395,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2019-12,,27140,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-01,,26840,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-02,,25860,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-03,,25160,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-04,,24505,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-05,,23915,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-06,,22995,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-07,,22225,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-08,,22195,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-09,,21770,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-10,,21550,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-11,,21205,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2020-12,,21205,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-01,,20710,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-02,,20540,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-03,,19625,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-04,,18880,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-05,,18780,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-06,,18315,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-07,,18970,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-08,,20620,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-09,,21625,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-10,,23685,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-11,,25175,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2021-12,,27935,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-01,,27450,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-02,,26805,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-03,,27100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-04,,28800,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-05,,30275,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-06,,34455,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-07,,39595,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-08,,45670,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-09,,51330,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-10,,58515,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-11,,56830,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2022-12,,54240,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-01,,48000,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-02,,42715,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-03,,38280,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-04,,37075,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-05,,35530,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-06,,35760,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-07,,36625,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-08,,38330,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-09,,40840,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-10,,45670,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-11,,41350,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2023-12,,38905,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-01,,36550,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-02,,35070,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-03,,34235,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-04,,33605,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-05,,33225,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-06,,32270,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-07,,31130,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-08,,30490,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-09,,29900,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-10,,30040,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-11,,29450,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2024-12,,29345,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-01,,29340,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-02,,28635,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-03,,27730,,,,,
